주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
CP-4000000778,2026-02-27,10:55,쿠팡,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경기,배송완료
CP-4000000778,2026-02-27,10:55,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경기,배송완료
29-100779,2026-02-27,21:10,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
29-100779,2026-02-27,21:10,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
NV-260227-00780,2026-02-27,21:17,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경북,배송완료
NV-260227-00780,2026-02-27,21:17,네이버,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,경북,배송완료
KL-260227-0781,2026-02-27,17:00,컬리,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,서울,배송완료
KL-260227-0782,2026-02-27,08:07,컬리,MD상품,키링 포 모양,NM-4000002,2,12000,24000,전북,배송완료
KL-260227-0782,2026-02-27,08:07,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,전북,배송완료
CP-4000000783,2026-02-27,06:14,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,서울,배송완료
CP-4000000783,2026-02-27,06:14,쿠팡,세트,전맛 6종 세트,NM-5000002,3,89000,267000,서울,배송완료
KL-260227-0784,2026-02-27,21:18,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대전,배송완료
KL-260227-0784,2026-02-27,21:18,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,대전,배송완료
KL-260228-0785,2026-02-28,18:42,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,대구,반품완료
NV-260228-00786,2026-02-28,12:37,네이버,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,세종,배송완료
29-100787,2026-02-28,18:01,29CM,세트,베스트 4종 세트,NM-5000001,1,55000,55000,제주,배송완료
KL-260228-0788,2026-02-28,18:50,컬리,MD상품,키링 mix man,NM-4000001,1,12000,12000,경기,배송완료
KL-260228-0788,2026-02-28,18:50,컬리,커피포,생일파티바닐라 커피포,NM-2000005,3,15900,47700,경기,배송완료
KL-260228-0788,2026-02-28,18:50,컬리,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경기,배송완료
KL-260228-0789,2026-02-28,19:06,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,배송완료
NV-260228-00790,2026-02-28,11:39,네이버,스낵,오란다 오리지널,NM-3000003,2,4500,9000,부산,배송완료
NV-260228-00790,2026-02-28,11:39,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,부산,배송완료
CP-4000000791,2026-02-28,21:07,쿠팡,MD상품,키링 포 모양,NM-4000002,3,12000,36000,경기,교환완료
CP-4000000791,2026-02-28,21:07,쿠팡,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경기,교환완료
NV-260228-00792,2026-02-28,07:04,네이버,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,전남,배송완료
NV-260228-00793,2026-02-28,08:29,네이버,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,대전,배송완료
NV-260228-00793,2026-02-28,08:29,네이버,MD상품,키링 포 모양,NM-4000002,3,12000,36000,대전,배송완료
NV-260228-00793,2026-02-28,08:29,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대전,배송완료
NV-260228-00794,2026-02-28,17:28,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,서울,배송완료
NV-260228-00795,2026-02-28,10:05,네이버,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,부산,반품완료
NV-260228-00795,2026-02-28,10:05,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,부산,반품완료
CP-4000000796,2026-02-28,16:26,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,대전,배송완료
NV-260228-00797,2026-02-28,16:54,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경기,배송완료
NV-260228-00798,2026-02-28,22:13,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,대구,배송완료
NV-260228-00799,2026-02-28,21:38,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,경기,배송완료
KL-260228-0800,2026-02-28,17:34,컬리,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경남,배송완료
KL-260228-0800,2026-02-28,17:34,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,경남,배송완료
29-100801,2026-02-28,14:30,29CM,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경남,배송완료
CP-4000000802,2026-02-28,12:32,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,교환완료
NV-260228-00803,2026-02-28,10:48,네이버,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경기,배송완료
KL-260228-0804,2026-02-28,23:30,컬리,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,반품완료
KL-260228-0805,2026-02-28,18:14,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
KL-260228-0805,2026-02-28,18:14,컬리,MD상품,키링 mix man,NM-4000001,1,12000,12000,경기,배송완료
NV-260228-00806,2026-02-28,20:55,네이버,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,경기,배송완료
NV-260228-00806,2026-02-28,20:55,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,배송완료
NV-260228-00806,2026-02-28,20:55,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,경기,배송완료
CP-4000000807,2026-02-28,18:02,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,충남,배송완료
CP-4000000807,2026-02-28,18:02,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,충남,배송완료
CP-4000000807,2026-02-28,18:02,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,충남,배송완료
CP-4000000808,2026-02-28,14:49,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경기,배송완료
KL-260228-0809,2026-02-28,09:51,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,울산,배송완료
CP-4000000810,2026-02-28,09:20,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,충남,배송완료
CP-4000000810,2026-02-28,09:20,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,충남,배송완료
KL-260228-0811,2026-02-28,21:25,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,충남,배송완료
NV-260228-00812,2026-02-28,19:05,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,대구,배송완료
KL-260228-0813,2026-02-28,00:50,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,강원,배송완료
KL-260228-0813,2026-02-28,00:50,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,강원,배송완료
KL-260228-0813,2026-02-28,00:50,컬리,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,강원,배송완료
KL-260228-0814,2026-02-28,18:26,컬리,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,대전,배송완료
KL-260228-0814,2026-02-28,18:26,컬리,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,대전,배송완료
